State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,04/12/2025,1408,2261,1727
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,18/09/2025,2604,3333,2753
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,02/04/2025,1556,1745,1644
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,09/01/2026,1454,2336,1737
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,08/04/2025,3984,4693,4468
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,09/08/2025,971,1263,1100
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,06/04/2026,2973,4293,3662
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,07/03/2025,3912,5156,4431
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,19/10/2025,3097,3784,3604
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,07/02/2026,2557,3453,2903
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,31/08/2025,3897,5258,4138
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,21/09/2025,1138,1404,1303
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,17/02/2026,1991,2963,2638
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,01/08/2025,2044,2990,2363
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,05/05/2025,2046,3038,2306
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,01/04/2025,2671,3572,3004
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,04/03/2025,5428,7455,5963
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,02/04/2026,5677,8192,6218
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,16/01/2026,2556,3881,3043
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,03/02/2026,5523,7145,6310
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,20/05/2025,2330,2696,2510
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,22/12/2025,1768,2620,2231
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,01/02/2025,2030,3216,2434
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,27/03/2026,5737,7305,6946
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,19/07/2025,5171,6464,5498
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,23/04/2025,2135,2941,2521
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,26/03/2025,3841,5528,4113
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,31/10/2025,1654,2721,2190
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,26/01/2025,1960,2852,2404
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,21/01/2026,1517,2365,1819
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,04/10/2025,2371,2817,2522
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,16/01/2025,5023,6716,6360
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,31/08/2025,1970,2547,2284
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,08/07/2025,3893,5693,4468
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,25/02/2025,1529,1997,1634
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,12/04/2025,2849,3973,3209
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,17/12/2025,4392,7631,5673
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,08/08/2025,3034,4943,3973
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,08/09/2025,3826,5038,4061
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,01/04/2025,2719,3261,2884
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,12/08/2025,2022,2670,2329
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,28/03/2026,1535,2082,1706
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,15/01/2025,1226,1800,1505
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,24/05/2025,1528,1945,1717
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,04/05/2025,1784,2689,2105
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,31/12/2025,3077,3650,3387
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,05/05/2025,2864,3941,3307
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,17/01/2026,2238,3236,2729
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,03/03/2025,2417,3784,2973
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,21/04/2025,2382,3630,2959
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,03/03/2026,1602,2224,2015
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,24/01/2025,1484,2172,1725
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,23/03/2026,1533,2267,1900
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,10/05/2025,1892,2901,2238
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,23/10/2025,1298,1868,1707
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,08/05/2025,1580,2155,1750
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,25/09/2025,4148,5072,4453
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,19/10/2025,1154,1684,1324
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,05/12/2025,1031,1571,1293
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,19/08/2025,1893,2378,2244
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,17/03/2026,3459,5173,3898
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,28/02/2025,2389,3593,2717
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,26/03/2025,1983,2961,2283
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,28/08/2025,1531,2293,1721
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,11/02/2025,2553,3496,2752
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,16/02/2025,1665,2461,1882
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,11/12/2025,5219,7714,6032
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,30/11/2025,3248,5439,4032
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,29/08/2025,1269,1945,1555
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,22/12/2025,2194,2910,2487
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,15/02/2025,2057,3387,2526
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,22/03/2026,3335,4431,4006
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,15/08/2025,2463,3783,3115
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,06/09/2025,2372,3096,2512
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,10/10/2025,905,1216,1089
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,28/11/2025,1642,2445,1933
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,04/03/2026,2433,3421,2882
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,17/04/2026,2710,3288,3014
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,09/02/2026,5679,8930,6943
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,07/01/2026,1302,2027,1502
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,03/10/2025,1738,2722,2129
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,22/03/2026,1395,1916,1569
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,12/06/2025,1767,2566,1984
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,19/01/2025,2120,2585,2249
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,27/09/2025,1352,1963,1796
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,29/08/2025,1418,2185,1767
Uttar Pradesh,Agra,Agra Market,Apple,Royal,FAQ,18/06/2025,5450,6881,5912
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,05/10/2025,3112,5051,4076
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,16/02/2025,2748,4428,3571
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,22/12/2025,1806,2742,2390
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,11/07/2025,1044,1535,1308
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,31/03/2025,2261,3024,2447
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,15/03/2025,3945,5340,4496
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,27/08/2025,4668,5785,5272
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,03/06/2025,3746,5049,4488
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,13/03/2026,2301,3525,2886
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,01/06/2025,2573,3284,2810
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,17/01/2026,4467,5452,4800
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,22/11/2025,1699,2711,2124
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,19/02/2025,3592,4668,4086
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,06/07/2025,3291,4879,4286
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,13/04/2025,2105,3291,2454
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,26/03/2025,5143,6715,5622
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,28/02/2025,4495,7499,5876
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,16/02/2026,4908,7467,6391
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,08/07/2025,2086,2890,2359
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,12/12/2025,1322,2304,1752
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,24/04/2025,4429,6005,5050
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,29/07/2025,2058,2877,2712
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,01/05/2025,1712,2612,2203
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,16/01/2026,4756,6395,5131
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,17/01/2025,1265,1887,1595
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,18/12/2025,1702,2275,1830
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,08/04/2025,1722,2377,1833
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,24/11/2025,2424,4133,3214
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,17/10/2025,3961,5260,4325
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,22/03/2026,5351,7608,5914
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,16/03/2026,1876,2399,1980
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,20/03/2026,2554,4365,3392
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,31/03/2025,1514,2297,1953
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,18/08/2025,1961,2490,2300
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,23/01/2025,4509,6038,4840
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,16/01/2025,2532,3504,2994
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,31/12/2025,2141,3007,2800
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,06/03/2025,1710,2369,1951
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,29/09/2025,2981,4130,3503
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,02/12/2025,5189,7270,5742
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,31/03/2026,2185,3169,2672
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,07/08/2025,953,1591,1191
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,16/02/2025,1731,2430,2253
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,08/03/2025,5332,7491,6148
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,01/07/2025,2337,2931,2491
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,04/11/2025,990,1544,1285
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,10/03/2026,2401,3031,2613
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,08/08/2025,4891,6706,5177
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,03/12/2025,3917,5383,4876
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,29/06/2025,1134,1498,1228
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,15/01/2026,2157,3635,2854
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,21/08/2025,1666,2562,2023
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,21/03/2025,1644,2356,1882
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,06/08/2025,2408,3252,2873
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,09/08/2025,987,1369,1115
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,23/04/2025,1745,2111,2007
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,12/03/2025,5275,7091,6530
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,08/03/2025,2396,3228,2690
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,23/07/2025,1447,2014,1908
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,08/08/2025,3453,4550,3872
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,16/06/2025,1567,1981,1668
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,12/08/2025,1432,2199,1793
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,22/03/2026,2241,3150,2740
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,21/11/2025,3085,4787,3622
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,24/02/2026,3149,4366,4040
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,05/11/2025,1886,2243,2092
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,22/01/2026,2374,3439,2742
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,18/11/2025,4013,5703,4790
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,21/05/2025,4823,6303,5879
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,30/01/2025,1507,2321,1867
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,25/10/2025,1982,2877,2182
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,06/11/2025,1054,1444,1352
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,13/02/2025,2860,4099,3646
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,25/09/2025,3170,5106,3853
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,23/06/2025,4288,6988,5639
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,18/02/2025,1341,1825,1622
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,11/02/2025,1270,1884,1632
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,01/11/2025,1902,3019,2480
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,07/03/2025,5818,8079,6354
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,10/12/2025,2719,3832,3307
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,28/01/2026,1270,1742,1597
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,08/02/2026,4994,7184,5524
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,22/06/2025,3200,4503,3664
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,02/03/2026,2737,4132,3129
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,30/07/2025,1477,2216,1653
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,19/01/2026,5145,7244,6458
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,14/12/2025,1590,1996,1680
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,28/09/2025,2848,4041,3641
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,09/05/2025,4182,5740,4943
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,12/02/2025,1382,2270,1718
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,12/04/2026,1688,2321,2010
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,22/07/2025,1372,2321,1722
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,13/06/2025,1916,2599,2088
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,27/05/2025,1883,2897,2230
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,12/11/2025,1492,2196,1949
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,02/02/2026,1646,2162,2032
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,26/02/2025,1920,2736,2260
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,15/03/2025,2620,4036,3492
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,07/12/2025,2277,3086,2665
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,24/03/2026,2526,3871,2880
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,08/02/2026,1173,1833,1470
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,23/01/2025,2023,3074,2474
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,03/09/2025,2685,3146,2944
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,14/04/2025,1097,1475,1389
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,06/10/2025,3557,5844,4698
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,04/02/2026,4775,6135,5420
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,16/01/2026,2484,3039,2639
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,12/09/2025,2476,3077,2723
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,09/08/2025,1530,2031,1674
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,17/06/2025,1573,2387,1940
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,16/08/2025,2094,3621,2762
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,24/11/2025,1468,1676,1563
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,20/09/2025,1199,1808,1354
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,06/03/2025,1648,2111,1820
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,20/03/2025,4845,5989,5156
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,07/07/2025,3418,4370,3885
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,06/04/2025,3038,4474,3672
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,17/08/2025,2305,3325,2643
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,11/03/2025,1945,3054,2315
Uttar Pradesh,Agra,Agra Market,Apple,Royal,FAQ,16/12/2025,5947,7849,6278
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,05/10/2025,2903,3932,3584
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,05/07/2025,3850,5521,4973
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,10/09/2025,3402,4588,3953
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,29/03/2026,3696,6145,4553
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,30/07/2025,3976,4660,4347
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,27/08/2025,1835,2943,2241
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,08/03/2025,5522,6318,5924
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,26/03/2025,1374,1639,1467
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,10/02/2025,4799,6649,5472
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,01/10/2025,2947,4119,3356
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,04/12/2025,2447,3029,2631
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,19/03/2026,4187,6853,5516
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,18/04/2025,3312,4935,3975
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,04/06/2025,2975,4100,3266
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,19/12/2025,1386,1978,1655
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,15/03/2025,4123,5860,4614
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,25/01/2026,2278,3027,2642
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,19/08/2025,899,1329,1169
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,20/03/2026,3033,4421,3324
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,26/01/2026,2342,2937,2468
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,16/02/2025,1977,3112,2323
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,26/01/2025,1578,2364,1815
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,02/10/2025,837,1183,1086
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,26/07/2025,3965,5833,4777
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,28/05/2025,3433,5162,4035
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,19/02/2025,2406,3048,2647
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,05/11/2025,1989,2489,2341
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,31/08/2025,3693,6241,4736
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,13/06/2025,3676,4932,3878
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,01/03/2026,4400,6325,5190
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,19/06/2025,1433,1856,1515
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,31/08/2025,3115,4743,3536
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,27/01/2025,2776,4386,3541
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,25/02/2026,2315,4084,3061
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,14/08/2025,1196,1928,1534
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,11/03/2026,5239,7500,6872
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,02/09/2025,2318,3143,2853
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,01/07/2025,3891,5285,4214
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,05/09/2025,2697,4108,3375
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,28/05/2025,5399,7275,6080
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,12/02/2026,4367,6608,5408
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,24/02/2026,2451,2964,2710
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,10/02/2025,2911,3912,3472
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,28/02/2026,2751,3698,2938
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,15/01/2026,3934,6164,4928
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,30/04/2025,2658,4039,3193
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,09/10/2025,1465,2336,1875
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,13/04/2025,3197,4497,3960
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,21/10/2025,2412,3506,2687
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,28/03/2026,2999,3397,3202
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,19/01/2026,2924,4105,3127
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,05/11/2025,3412,4093,3605
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,12/03/2026,2386,3833,2966
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,23/08/2025,2701,3186,3023
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,12/12/2025,3758,6255,4787
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,17/06/2025,3342,4180,3782
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,08/05/2025,1082,1549,1309
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,26/10/2025,1026,1699,1364
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,08/12/2025,1367,1974,1685
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,02/03/2025,3631,4491,3871
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,02/09/2025,1711,2343,1903
